75206,26704631,32.83392,-96.776756,,Sold,"5347 Ellsworth AveDallas, TX 75206",4,35,2331,,Single Family,,No Data,Forced air,Central,Contact manager,2 spaces,"[{'date': '12/28/2018', 'event': 'Listed for rent', 'price': '$4,500/mo'}, {'date': '12/28/2018', 'event': 'Listing removed', 'price': '$677,730'}, {'date': '9/4/2018', 'event': 'Pending sale', 'price': '$677,730'}, {'date': '8/3/2018', 'event': 'Price change', 'price': '$677,730'}, {'date': '3/28/2018', 'event': 'Listed for sale', 'price': '$660,000'}]"
75206,26690653,32.820994,-96.779415,,Sold,"5308 Miller AveDallas, TX 75206",3,25,3650,,Single Family,,In Unit,Forced air,Other,"Cats, small dogs",2 spaces,"[{'date': '9/8/2018', 'event': 'Price change', 'price': '$19,995/mo'}, {'date': '9/6/2018', 'event': 'Listed for rent', 'price': '$4,995/mo'}, {'date': '7/28/2012', 'event': 'Listing removed', 'price': '$172,000'}, {'date': '1/30/2012', 'event': 'Listed for sale', 'price': '$172,000'}]"
